UNSPSC,Title
71112320,Walkaway seismic services
71112321,Geological services
71120000,Well drilling construction and maintenance services
71121000,Cement pumping services
71121001,Oilfield casing hardware services
71121002,Oilfield cement lab testing services
71121003,Downhole oilfield tools services
71121004,Oilfield filtering services
71121005,Foam cementing services
71121006,Geothermal well cementing services
71121007,Liner cementing services
71121008,Oilwell lost circulation services
71121009,Oilfield mud removal services
71121010,Plug cementing services
71121011,Well site pressure pumping services
71121012,Oilfield pressure testing services
71121013,Surface casing cementing services
71121014,Intermediate casing cementing services
71121015,Production string cementing services
71121016,Squeeze well cementing services
71121017,Well water control services
71121018,Well cement evaluation services
71121019,Well cement grouting services
71121020,Well cementing additives services
71121021,Well cementing design services
71121022,Well cleaning services
71121023,Well repair services
71121100,Coiled tubing services
71121101,Acidizing through coiled tubing services
71121102,Cable installation through coiled tubing services
71121103,Cementing through coiled tubing services
71121104,Chemical cutting through coiled tubing services
71121105,Clean out through coiled tubing services
71121106,Completion through coiled tubing services
71121107,Conveying inflatables through coiled tubing services
71121108,Coring through coiled tubing services
71121109,Extended reach well services
71121110,Fishing through coiled tubing services
71121111,Fracturing through coiled tubing services
71121112,High pressure coiled tubing services
71121113,Horizontal isolation oilfield services
71121114,Logging with coiled tubing services
71121115,Milling through coiled tubing services
71121116,Nitrogen related applications through coiled tubing
71121117,Perforating through coiled tubing services
71121118,Pipeline or flowline laying services
71121119,Pipeline intervention services
71121120,Sand control through coiled tubing services
71121121,Abrasive tubular cleaning services
71121122,Well kill through coiled tubing services
71121123,Casing exit with coiled tubing services
71121200,Coring services
71121201,Conventional coring services
71121202,Core isolation services
71121203,Core preservation services
71121204,Horizontal coring services
71121205,Oriented coring services
71121206,Rig site core analysis services
71121207,Sponge coring services
71121208,Wireline retrievable coring services
71121300,Downhole tool services
71121301,Downhole vibration control services
71121302,Downhole hole opening services
71121303,Reaming while drilling services
71121304,Downhole torque or drag reduction services
71121305,Downhole underreaming services
71121400,Oilfield drilling bit services
71121401,Oilfield drilling bit design services
71121402,Oilfield drilling bit hydraulic optimization services
71121403,Oilfield drilling bit planning services
71121404,Oilfield drilling bit recording services
71121405,Oilfield drilling bit repair services
71121406,Oilfield drilling bit footage contracts
71121407,Well site drilling optimization assistance service
71121500,Drilling measurement services
71121501,Acoustic measurement when drilling services
71121502,Acoustic telemetry when drilling services
71121503,Caliper measurement when drilling services
71121504,Density measurement when drilling services
71121505,Oilfield drilling performance services
71121506,Electromagnetic telemetry when drilling services
71121507,Formation dip measurement when drilling services
71121508,Formation pressure measurement when drilling services
71121509,Geologically steered wells
71121510,Geostopping services
71121511,Mud logging services
71121512,Nuclear magnetic resonance services
71121513,Porosity measurement when drilling services
71121514,Resistivity measurement when drilling services
71121515,Well surveying management services
71121516,Surveying wireline services
71121600,Oil well drilling services
71121601,Well casing crew service
71121602,Well casing planning services
71121603,Well casing milling services
71121604,Coiled tubing drilling services
71121605,Well completion planning services
71121606,Conventional well directional drilling services
71121607,Well directional drilling services
71121608,Well drilling contract development services
71121609,Well drilling services
71121610,Well drilling engineering services
71121611,Well drilling mud or fluid services
71121612,Well drilling of water intake well services
71121613,Well drilling rig monitor services
71121614,Well drilling solids control
71121615,Well drilling stabilizing or hole opening services
71121616,Well drilling supervision
71121617,Well drilling control services
71121618,Well drilling other general services
71121619,Extended reach directional well drilling services
71121620,Multilateral directional well drilling services
71121621,Oil country tubular modification or testing services
71121622,Well drilling pickup or laydown service
71121623,Well drilling pipe storage
71121624,Well drilling pipe threading
71121625,Rathole well drilling service
71121626,Short radius directional well drilling services
71121627,Steerable underreaming while well drilling services
71121628,Ultra short radius directional well drilling services
71121629,Underbalanced well drilling services
71121630,Well planning services
71121631,Well redrilling or reworking services
71121632,Well drilling deviation control
71121633,Oilfield gravel packing services
71121634,Oilfield hull systems services
71121635,Rig well pulling crew services
71121636,Wellhead equipment services
71121637,Sidetracking with whipstock services
71121700,Oilfield fishing services
71121701,Oilfield fishing service design services
71121702,Oilfield fishing service economic evaluation services
71121703,Oilfield fishing service operation services
71121704,Oilfield junk recovery services
71121705,Oilfield pipe recovery service
71121706,Oilfield fishing or drilling services
71121800,Gas lift services
71121801,Coiled tubing gas lift services
71121802,Gas lift fixing or testing services
71121803,Gas lift kickover services
71121804,Gas lift sand containment services
71121900,Down hole fluid services
71121901,Down hole fluid evaluation services
71121902,Down hole fluid laboratory services
71121903,Down hole fluid sampling services
71122000,Well perforating services
71122001,Coiled tubing well perforating services
71122002,Slickline well perforating services
71122003,Through tubing well perforation services
71122004,Tubing conveyed well perforating services
71122005,Wireline well perforating services
71122006,Well tubing puncher services
71122100,Oilfield sand control services
71122101,Acid sand control pumping services
71122102,Sand control blending services
71122103,Cleaning fluid sand control services
71122104,Completion fluid sand control services
71122105,Well consolidation services
71122107,Fracturing fluid sand control services
71122108,Fracturing pre frac design testing services
71122109,General sand control services
71122110,Gravel carrier fluid sand control services
71122111,Sand control lab testing services
71122112,Multizone sand control services
71122113,Sand control monitoring services
71122114,Sand control temporary isolation services
71122115,Well tool redressing services
71122116,Non fracturing sand control pumping services
71122200,Slickline services
71122201,Slickline fishing services
71122202,Slickline lifting services
71122203,Slickline manipulation services
71122300,Subsea well services
71122301,Subsea well diving services
71122302,Subsea well remote operation vehicle rov services
71122303,Subsea well fixturing or test equipment services
71122304,Subsea well intervention or completion services
71122305,Subsea well safety test tree services
71122306,Subsea well equipment maintenance services
71122400,Well testing services
71122401,Drill stem flow metering services
71122402,Drill stem surface testing services
71122403,Drill stem testing packer services
71122404,Drill stem testing pressure control test services
71122405,Drill stem testing pulse operated test services
71122406,Drill stem testing for ultra high press high temp environment services
71122407,Drill stem testing services
71122408,Periodic well testing services
71122409,Surface well testing services
71122410,Underbalanced testing while drilling services
71122500,Water or gas control services
71122501,Water or gas control design services
71122502,Water or gas control evaluation services
71122503,Water or gas control isolation services
71122504,Water or gas control testing services
71122505,Water or gas testing services
71122600,Well completion services
71122601,Well casing completion services
71122602,Well completion fluids services
71122603,Gas lift well completion services
71122604,Horizontal cased hole services
71122605,Horizontal open hole services
71122606,Intelligent well completion services
71122607,Liner well completion services
71122608,Multilateral well completion services
71122609,Permanent well completion services
71122610,Sand control well completion services
71122611,Temporary drill stem testing well completion services
71122612,Tubing well completion services
71122613,Underbalanced well completion services
71122700,Well maintenance services
71122701,Oil well platform maintenance services
71122702,Oilfield pumping unit maintenance services
71122703,Oilfield rod pump repair services
71122704,Oilfield snubbing service
71122705,Oilfield sucker rod maintenance services
71122706,Well swabbing services
71122707,Oilfield tubing anchor services
71122708,Oilfield pump mechanic services
71122800,Well monitoring services
71122801,Downhole recording services
71122802,Well flow monitoring services
71122803,Oil or gas well monitoring services
71122804,Well site phase monitoring services
71122805,Well site pump monitoring services
71122806,Well site surface data acquisition services
71122807,Well site surface readout services
71122808,Well site surface recording services
71122810,Subsurface well testing services
71122900,Oilfield rigs
71122901,Deepwater oilfield rig services
71122902,Jackup oilfield rig services
71122903,Barge oilfield rig services
71122904,Land oilfield rig services
71122905,Platform oilfield rig services
71130000,Oil and gas extraction and production enhancement services
71131000,Well fracturing services
71131001,Acid based fluid well fracturing services
71131002,Emulsion based fluid well fracturing services
71131003,Foam based fluid well fracturing services
71131004,Oil well fracturing services
71131005,Oil well scale control services
71131006,Well fracture testing services
71131007,Well fracturing downhole evaluation services
71131008,Well fracturing height control services
71131009,Well fracturing monitoring services
71131010,Well fracturing service design services
71131011,Well fracturing service evaluation services
71131012,Well fracturing surface evaluation services
71131013,Well fracturing treatment quality control services
71131014,Oil based fluid well fracturing services
71131015,Other well fracturing services
71131016,Well fracturing stress management services
71131017,Water based fluid well fracturing services
71131100,Matrix stimulation services
71131101,Acid based matrix stimulation services
71131102,Formation sealer matrix stimulation services
71131103,Matrix organic cleanup services
71131104,Matrix organic inhibition services
71131105,Matrix scale cleanup services
71131106,Matrix scale inhibition services
71131107,Matrix treatment design services
71131108,Matrix treatment diversion services
71131109,Matrix treatment evaluation services
71131110,Matrix treatment quality control services
71131111,Non acid based matrix stimulation services
71131200,Oilfield nitrogen services
71131201,Nitrogen well services
71131300,Other oilfield pumping services
71131301,Bottom intake oilfield pumping services
71131302,Cable deployed oilfield pumping services
71131303,Co2 oilfield pumping services
71131304,Coiled tubing deployed oilfield pumping services
71131305,Downhole pumping services
71131306,Dual completion well services
71131307,Horizontal pumping well services
71131308,Oilfield pumping installation pull or operation services
71131309,Well profile modification services
71131310,Oilfield spooling services
71131400,Well production services
71131401,Oilfield flare system services
71131402,Oilfield hot oil or water service
71131403,Oilfield steaming services
71140000,Oil and gas restoration and reclamation services
71141000,Emergency well control services
71141001,Well pressure control services
71141002,Well capping services
71141003,Well fire fighting services
71141004,Wild well control services
71141100,Well plugging and abandonment services
71141101,Well abandonment services
71141102,Well plugging services
71141200,Well site restoration
71141201,Well cleaning or swabbing services
71141202,Well site restoration services
71150000,Oil and gas data management and processing services
71151000,Oilfield data communication services
71151001,Log data transmission services
71151002,Log graphics transmission services
71151003,Real time well data monitoring services
71151004,Satellite well data transmission services
71151005,Well data transmission services
71151100,Oilfield data management services
71151101,Oilfield asset data management services
71151102,Oilfield data mining services
71151103,Log data management services
71151104,Oilfield mapping data management services
71151105,Seismic data management services
71151200,Oilfield economic and risk model services
71151201,Oilfield budgeting services
71151202,Oilfield capital planning services
71151203,Oilfield decision tree services
71151300,Oilfield interpretation services
71151301,Oilfield bubble map services
71151302,Oilfield case studies
71151303,Oilfield decline analysis
71151304,Oilfield field studies
71151305,Oilfield fracturing interpretation services
71151306,Geology services
71151307,Geophysics services
71151308,Gravel pack interpretation services
71151309,Oilfield grid mapping services
71151310,Oilfield mapping or visualization services
71151311,Petrophysics services
71151312,Reservoir engineering services
71151313,Reservoir modeling services
71151314,Reservoir simulation services
71151315,Rock mechanics services
71151400,Well service engineering
71151401,Well cementing job design services
71151402,Coiled tubing job design services
71151403,Well drilling job design services
71151404,Well fracturing job design services
71151405,Matrix stimulation job design services
71151406,Well sand control job design services
71160000,Oil and gas well project management services
71161000,Oilfield Modeling Services
71161001,Oilfield completion models
71161002,Oilfield drilling models
71161003,Oilfield economic models
71161004,Oilfield field development models
71161005,Oilfield production models
71161006,Oilfield risk management services
71161100,Oilfield production engineering management
71161101,Oilfield artificial lift services
71161102,Enhanced oil recovery services
71161103,Well injection services
71161104,Oilfield nodal analysis services
71161105,Well perforation services
71161106,Oilfield production chemistry services
71161107,Oilfield production monitoring services
71161109,Well stimulation services
71161110,Underground gas storage services
71161111,Oilfield water management services
71161200,Oilfield production operations management
71161201,Oilfield hot oiling service
71161202,Oilfield lease operations
71161203,Oilfield logging services
71161204,Oilfield paraffin cutting service
71161205,Oilfield planning services
71161206,Oilfield processing services
71161300,Oilfield project management services
71161301,Oilfield audits or inspection services
71161302,Oilfield emergency response planning services
71161303,Oilfield field development services
71161304,Oilfield performance monitoring services
71161305,Oilfield reporting services
71161306,Oilfield succession plan or handover services
71161307,Oilfield training matrix services
71161308,Well site logistics or procurement services
71161400,Well construction management services
71161402,Well completion engineering services
71161403,Deadman anchor services
71161405,Well site pit lining services
71161406,Well plug or abandonment service
71161407,Well pulling unit services
71161408,Shorebase services
71161409,Test pit lining services
71161410,Well site vacuum truck services
71161411,Underbalanced applications engineering services
71161412,Well workover services
71161413,Well fabrication or construction services
71161500,Well site operations services
71161501,Well site electrical or instrumentation services
71161502,Well site heavy equipment or crane services
71161503,Well site inspection or equipment testing services
71161504,Well site instrument and meter services
71161505,Well site valve or valve part services
72000000,Building and Construction and Maintenance Services
72100000,Building support and maintenance and repair services
72101500,Building support services
72101501,Handyman services
72101502,Scaffolding services
72101503,Rigging services
72101504,Disaster proofing or contingency services
72101600,Roofing and siding and sheet metal work
72101601,Roofing installation or repair
72101602,Skylight installation
72101603,Gutter or downspout services
72101604,Architectural sheet metal work
72101605,Ceiling erection or repair
72101606,Chute installation
72101607,Siding installation or repair
72101700,Concrete work
72101701,Exterior concrete or stucco services
72101702,Grouting services
72101703,Sidewalk or curb construction
72101704,Foundation or slab work
72101800,Exterior cleaning
72101801,Sandblasting
72101802,High pressure water blasting
72101803,Steam cleaning
72101900,Interior finishing
72101901,Interior design or decorating
72101902,Plastering or drywall
72101903,Finish carpentry or cabinetry
72102000,Coating and caulking and weather and water and fireproofing
72102001,Caulking
72102002,Plastic encasement or coating of structural materials
72102003,Coating or glazing of metal or wood or concrete structural materials
72102004,Dampproofing
72102005,Fireproofing of buildings
72102006,Wrapping of pipes
72102100,Pest control
72102101,Bird proofing services
72102102,Termite control services
72102103,Extermination or fumigation services
72102104,Structural pest control
72102105,Animal trapping
72102106,Rodent control
72102200,Electrical services
72102201,Electric power systems installation or service
72102202,Electronic controls installation
72102203,Communication equipment installation
72102204,Safety or security systems installation
72102300,Plumbing and heating and air conditioning
72102301,Boiler installation or adjustment or maintenance or repair services
72102302,Heating systems installation repair or maintenance
72102303,Plumbing system construction
72102304,Plumbing system maintenance or repair
72102305,Air conditioning installation or maintenance or repair services
72102400,Painting and paper hanging
72102401,Exterior painting services
72102402,Interior painting services
72102403,Wallcovering services
72102404,Industrial or specialized paint application for aircraft or ship or bridge
72102405,Pavement marking services
72102500,Masonry and stonework and tile setting
72102501,Bricklaying
72102502,Chimney construction or maintenance
72102503,Marble or stone or tile installation
72102504,Retaining wall construction
72102505,Fresco work
72102506,Acoustical
72102507,Insulating material installation
72102508,Restoration of masonry or stonework or tile
72102600,Carpentry
72102601,Rough carpentry
72102602,Windows or door or fixture installation
72102700,Flooring service
72102701,Floor sheathing or laying or installation or finishing
72102702,Floor covering installation or maintenance
72102703,Floor cleaning services
72102800,Refurbishing services
72102801,Renovation of buildings or landmarks or monuments
72102802,Restoration of buildings or landmarks or monuments
72102900,Grounds maintenance services
72102901,Snow Removal Services
72102902,Landscaping services
73000000,Industrial Production and Manufacturing Services
73100000,Plastic and chemical industries
73101500,Petrochemical and plastic production
73101501,Petroleum refining services
73101502,Natural gas production services
73101503,Oils or greases production services
73101504,Coal production services
73101505,Plastics or resins or fibers manufacturing services
73101600,Chemicals and fertilizers production
73101601,Inorganic chemicals production services
73101602,Soda ash or chlorine or caustic soda production services
73101603,Inorganic acids production services
73101604,Organic chemical production services
73101605,Acetylene or derivatives production services
73101606,Ethylene or derivatives production services
73101607,Ethanol or methanol or derivatives production services
73101608,Fertilizers production services
73101609,Potash mining or processing services
73101610,Pesticide production services
73101611,Paints or varnishes or lacquers production services
73101612,Soap or cleaning preparations or perfumes or cosmetics production services
73101613,Solvents or glycols or detergents production services
73101614,Ferments or enzymes services
73101700,Pharmaceutical production
73101701,Drugs or medicine production services
73101702,Vaccines or sera or antibiotics production services
73101703,Parapharmaceutical production services
73101800,Biochemical and biotechnology production
73101801,Biomass production services
73101802,Bioprotein production services
73101900,Rubber production
73101901,Rubber milling services
73101902,Rubber tires or tubes production services
73101903,Rubber or plastic footwear production services
73110000,Wood and paper industries
73111500,Wood processing
73111501,Sawmilling services
73111502,Veneer production services
73111503,Wood base panels manufacturing services
73111504,Wooden containers manufacturing services
73111505,Furniture manufacturing services
73111506,Cork products manufacturing services
73111507,Cane or wickerware processing services
73111600,Pulp and paper processing
73111601,Pulp production services
73111602,Paper or paper board production services
73111603,Hardboard or fiberboard production services
73111604,Paper production or recycling services
73120000,Metal and mineral industries
73121500,Metal smelting and refining and forming processes
73121501,Ferrous alloy production services
73121502,Basic metal combination processes services
73121503,Refractors services for iron or steel production
73121504,Iron or steel making services
73121505,Iron or steel forging services
73121506,Pre finishing iron or steel processes services
73121507,Finishing metal processing services
73121508,Smelting metal services
73121509,Refining metal services
73121600,Metal finishing
73121601,Metal cutting services
73121602,Blacksmith services
73121603,Metal heating services
73121606,Metal forging services
73121607,Metal drawing services
73121608,Metal extruding services
73121610,Horseshoeing services
73121611,Tinsmithing services
73121612,Rebabbiting services
73121613,Metal casting services
73121800,Non metallic mineral products industry services
73121801,Pottery or china or earthenware manufacturing services
73121802,Glass or glass products manufacturing services
73121803,Structural clay products manufacturing services
73121804,Cement or lime or plaster manufacturing services
73121805,Concrete or aggregates or stone products manufacturing services
73121806,Abrasives manufacturing services
73121807,Asbestos products manufacturing services
73130000,Food and beverage industries
73131500,Beverage processing
73131501,Spirits distilling or blending services
73131502,Wine processing services
73131503,Brewery processing services
73131504,Non alcoholic fruit based beverage processing services
73131505,Water beverages processing services
73131506,Infused beverages processing services
73131507,Coffee processing services
73131508,Tea processing services
73131600,Meat and poultry and seafood processing
73131601,Meat products or by products processing services
73131602,Fish or fish products processing services
73131603,Poultry processing services
73131604,Meat hygiene or inspection services
73131605,Meat plant operation or management services
73131606,Slaughter houses services
73131607,Butcher services
73131608,Cold storage services
73131700,Fruits and vegetables processing
73131701,Fruit or vegetable cleaning services
73131702,Fruit or vegetable spraying services
73131703,Fruit or vegetable packing services
73131800,Dairy and eggs processing
73131801,Milk processing services
73131802,Egg processing services
73131803,Cheese processing services
73131804,Butter or cream processing services
73131900,Grains and sugar and oils and fat processing
73131902,Cereal products processing services
73131903,Sugar or sugar products processing services
73131904,Vegetable oils or fats processing services
73131905,Spice processing services
73131906,Bakery products processing services
73140000,Fibers and textiles and fabric industries
73141500,Fiber production
73141501,Rayon or acetate fiber manufacturing services
73141502,Glass fiber manufacturing services
73141503,Silk fiber manufacturing services
73141504,Cotton fiber manufacturing services
73141505,Wool fiber manufacturing services
73141506,Polyester fiber manufacturing services
73141507,Polyamide fiber manufacturing services
73141508,Acrylic fiber manufacturing services
73141600,Thread and yarn processing
73141601,Thread processing services
73141602,Yarn processing services
73141700,Fabrics and leather production
73141701,Broad woven fabrics manufacturing services
73141702,Narrow woven fabrics manufacturing services
73141703,Knitwear manufacturing services
73141704,Carpet or rug manufacturing services
73141705,Cordage or rope or twine manufacturing services
73141706,Dyeing or printing or finishing services
73141707,Woven suits or coats or overcoats manufacturing services
73141708,Woven outerwear clothing manufacturing services
73141709,Fur dressing or dyeing services
73141710,Leather footwear manufacturing services
73141711,Leather luggage or handbags manufacturing services
73141712,Leather tanning or finishing manufacturing services
73141713,Nonwoven fabric services
73141714,Braided yarn or fabric services
73141715,Industrial sewing services
73150000,Manufacturing support services
73151500,Assembly services
73151501,Assembly line work
73151502,Joint sealing services
73151600,Packaging services
73151601,Canning plants services
73151602,Packaging of agricultural by products services
73151603,Packaging of non food products services
73151604,Packaging of pharmaceuticals services
73151605,Point-of-purchase display packaging services
73151606,Manual hand packaging services
73151607,Machine-assisted packaging services
73151700,Material treatment
73151701,Water proofing material treatment services
73151702,Fire protection material treatment services
73151703,Anticorrosion material treatment services
73151800,Converting services
73151801,Sheeting services
73151802,Slitting services
73151803,Die cutting services
73151804,Folding services
73151805,Laminating services
73151900,Industrial printing services
73151901,Flexographic industrial printing services
73151902,Rotogravure industrial printing services
73151903,Screen industrial printing services
73151904,Offset industrial printing services
73151905,Digital industrial printing services
73151906,Thermal transfer industrial printing services
73152000,Filling Services
73152001,Liquid filling services
73152002,Aerosol filling services
73152003,Paste filling services
73152004,Powder filling services
73152100,Manufacturing equipment maintenance and repair services
73152101,Manufacturing equipment maintenance services
73152102,Manufacturing equipment repair services
73160000,Machinery and transport equipment manufacture
73161500,Manufacture of machinery
73161501,Engine or turbine manufacturing services
73161502,Agricultural machinery or equipment manufacturing services
73161503,Machine tools or metal or wood working manufacturing services
73161504,Special industrial plants or machinery manufacturing services
73161505,Construction machinery or equipment manufacturing services
73161506,Mining machinery or equipment manufacturing services
73161507,Food products machinery or equipment manufacturing services
73161508,Paper printing machinery or equipment manufacture services
73161509,Metallurgical machinery or equipment manufacture services
73161510,Chemical or pharmaceutical machinery or equipment manufacture services
73161511,Cement plant machinery or equipment manufacture services
73161512,Textile machinery or equipment manufacture services
73161513,Power plant boilers manufacture services
73161514,Furnaces or ovens manufacture services
73161515,Office machinery or equipment manufacture services
73161516,Lifting or hoisting or conveying equipment manufacture services
73161517,Air conditioning or ventilating or refrigeration equipment manufacture services
73161518,Domestic appliances or machines except electrical manufacture services
73161519,Pumps or compressors manufacture services
73161600,Manufacture of transport equipment
73161601,Fishing ship or boat building services
73161602,Railroad rolling stock manufacture services
73161603,Locomotive manufacture services
73161604,Motor vehicles manufacture services
73161605,Motor vehicles parts or accessories manufacture services
73161606,Motorcycle or bicycle manufacture services
73161607,Air or spacecraft manufacture services
73170000,Manufacture of electrical goods and precision instruments
73171500,Manufacture of electrical goods
73171501,Power generation or transmission or distribution equipment manufacture services
73171502,Dry or storage battery manufacture services
73171503,Electrical tools manufacture services
73171504,Measuring or testing instruments manufacture services
73171505,Radio or television manufacture services
73171506,Communication equipment manufacture services
73171507,Electrical household appliances manufacture services
73171508,Insulated wire or cable manufacture services
73171510,Electrical accessories or supplies manufacture services
73171511,Electronic equipment manufacture services
73171512,Electronic computers or data processing equipment manufacture services
73171600,Manufacture of precision instruments
73171601,Scientific instruments or measuring equipment manufacture services
73171602,Medical or dental equipment manufacture services
73171603,Photographic or optical equipment manufacture services
73171604,Watches or clocks manufacture services
73171605,Laboratory equipment manufacture services
73180000,Machining and processing services
73181000,Machining services
73181001,Turning services
73181002,Electro discharge machining (EDM) services
73181003,Electro chemical machining (ECM) services
73181004,Chem-milling services
73181005,Punching services
73181006,Stamping services
73181007,Boring services
73181008,Drilling services
73181009,Tapping services
73181010,Laser services
73181011,Bending services
73181012,Grinding services
73181013,Shot blasting services
73181014,Polishing services
73181015,Flame cutting services
73181016,Laser cutting services
73181017,Plasma cutting services
73181018,Water jet cutting services
73181019,Rolling Services
73181020,Surface treatment services
73181021,Milling services
73181022,Spraying services
73181023,Sharpening service
73181100,Coating services
73181101,Electro coating services
73181102,Dipping services
73181103,Wrapping services
73181104,Painting services
73181105,Web coating services
73181106,Plating services
73181200,Forming services
73181201,Draw forming services
73181202,Hydro forming services
73181203,Roll forming services
73181204,Stretch forming services
73181205,Spin forming services
73181206,Explosive forming services
73181300,Heat treatment services
73181301,Quench and temper services
73181302,Annealing services
73181303,Normalizing services
73181304,Aging or stabilizing services
73181900,Welding and brazing and soldering services
73181901,Arc welding services
73181902,Metal inert gas (MIG) welding services
73181903,Tungsten inert gas (TIG) welding services
73181904,Laser welding services
73181905,Spot welding services
73181906,Projection welding services
73181907,Brazing services
73181908,Soldering services
76000000,Industrial Cleaning Services
76100000,Decontamination services
76101500,Disinfection
76101501,Washroom sanitation services
76101502,Rest room cleaning services
76101503,Disinfection or deodorizing services
76101600,Hazardous material decontamination
76101601,Radioactive decontamination services
76101602,Asbestos decontamination or removal
76110000,Cleaning and janitorial services
76111500,General building and office cleaning services
76111501,Building cleaning services
76111503,Lighting maintenance services
76111504,Window or window blind cleaning services
76111600,Building component cleaning services
76111601,Acoustical tile or ceiling cleaning services
76111602,Air duct cleaning
76111603,Chimney cleaning
76111604,Floor waxing or carpet cleaning
76111605,Exhaust hood or fan clearing
76111700,Building site clean up
76111701,Construction site clean up services
76111702,Construction site haul away services
76120000,Refuse disposal and treatment
76121500,Refuse collection and disposal
76121501,Garbage collection or destruction or processing or disposal
76121502,Liquid waste collection or processing or disposal
76121503,Street cleaning services
76121600,Nonhazardous waste disposal
76121601,Garbage dump
76121602,Sanitary landfill operations
76121603,Sludge disposal
76121604,Dead animal disposal services
76121700,Liquid waste treatment
76121701,Sewage treatment services
76121702,Chemical treatment services
76121800,Refuse treatment
76121801,Recycling services
76121900,Hazardous waste disposal
76121901,Medical waste disposal
76121902,Acid waste collection or disposal
76121903,Chemical detoxification
76130000,Toxic and hazardous waste cleanup
76131500,Nuclear waste treatment
76131501,Radioactive waste material treatment
76131502,Radioactive containment services
76131600,Toxic spill cleanup
76131601,Toxic spill containment
76131602,Toxic substances spill cleanup
76131700,Oil spill cleanup
76131701,Oil residue disposal or control services
76131702,Oil spill treatment services
77000000,Environmental Services
77100000,Environmental management
77101500,Environmental impact assessment
77101501,Risk or hazard assessment
77101502,Environmental standards
77101503,Environmental indicators analysis
77101504,Environmental impact assessment  (EIA) services
77101505,Environmental monitoring
77101600,Environmental planning
77101601,Urban environmental development planning
77101602,Forest conservation strategy planning
77101603,Marine conservation strategy planning
77101604,Natural resources management or conservation strategy planning services
77101605,Environmental institution building or planning
77101700,Environmental advisory services
77101701,Environmental sciences advisory services
77101702,Environmental chemistry advisory services
77101703,Environmental ethics advisory services
77101704,Environmental technology advisory services
77101705,Environmental economics advisory services
77101706,Environmental law advisory services
77101707,Ecology advisory services
77101800,Environmental auditing
77101801,Environmental information systems
77101802,Corporate environmental auditing services
77101803,Sectoral environmental auditing services
77101804,Activity specific environmental auditing services
77101805,Environmental quality control services
77101806,Environmental security control services
77101900,Pollution investigation services
77101901,Industrial site investigation
77101902,Industrial waste site investigation
77101903,Gasworks site investigation
77101904,Chemical works or oil refinery waste site investigation
77101905,Wood treatment plant site investigation
77101906,Oil depot or terminal site investigation
77101907,Dry cleaning plants site investigation
77101908,Foundry site investigation
77101909,Recycling plant site investigation
77101910,Food processing plant site investigation
77110000,Environmental protection
77111500,Environmental safety services
77111501,Landscape protection services
77111502,Ozone protection services
77111503,Food or feed contamination protection services
77111504,Genetic resources protection services
77111505,Toxic substances protection services
77111506,Radiation protection services
77111507,Endangered species protection services
77111508,Natural risks or hazards protection services
77111600,Environmental rehabilitation
77111601,Industrial site rehabilitation
77111602,Environmental decontamination services
77111603,Land reclamation services
77120000,Pollution tracking and monitoring and rehabilitation
77121500,Air pollution
77121501,Air quality management
77121502,Transboundary air pollution management or control services
77121503,Air pollution protection services
77121504,Air pollution monitoring or measurement services
77121505,Toxic gas detection services
77121506,Methane monitoring
77121507,Carbon dioxide monitoring services
77121508,Airborne particle monitoring
77121509,Ozone depletion monitoring services
77121600,Soil pollution
77121601,Soil pollution protection services
77121602,Polluted soil removal services
77121603,Polluted soil treatment or rehabilitation
77121604,Soil pollution advisory services
77121605,Soil pollution mapping
77121606,Soil pollution measurement or monitoring
77121607,Organic fertilizer pollution assessment
77121608,Pesticides pollution assessment
77121609,Nitrates pollution assessment
77121610,Phosphates pollution assessment
77121700,Water pollution
77121701,Surface water pollution monitoring or control services
77121702,Surface water pollution rehabilitation services
77121703,Surface water pollution protection services
77121704,Surface water treatment services
77121705,Surface water pollution drainage services
77121706,Transboundary water pollution management or control services
77121707,Groundwater pollution monitoring or control services
77121708,Groundwater pollution drainage services
77121709,Groundwater pollution treatment or rehabilitation
77130000,Pollutants tracking and monitoring and rehabilitation services
77131500,Oil pollution
77131501,Oil spillage monitoring services
77131502,Oil spillage control services
77131503,Oil spillage rehabilitation services
77131600,Noise pollution
77131601,Noise control services
77131602,Noise pollution protection services
77131603,Noise pollution monitoring services
77131604,Noise pollution advisory services
77131700,Toxic substances pollution
77131701,Toxic substances monitoring services
77131702,Toxic substances rehabilitation services
78000000,Transportation and Storage and Mail Services
78100000,Mail and cargo transport
78101500,Air cargo transport
78101501,Domestic air cargo tranposrt
78101502,International air cargo transport
78101600,Rail cargo transport
78101601,Boxcar transport services
78101602,Bulk cargo rail trasnport services
78101603,Livestock rail transport
78101604,Vehicle transport services
78101700,Marine cargo transport
78101701,Domestic vessel transport services
78101702,International vessel transport services
78101703,Domestic barge transport services
78101704,International barge transport services
78101800,Road cargo transport
78101801,Local area trucking services
78101802,Regional or national trucking services
78101803,Vehicle carrier services
78101804,Relocation services
78101900,Intermodal cargo transport
78101901,Air to ocean transportation
78101902,Ocean to rail transportation
78101903,Ocean to truck transportation
78101904,Air to truck transport
78101905,Rail truck transportation
78102000,Spacecraft cargo transport
78102001,Satellite launch services
78102002,Experimental payload services
78102100,Pipeline services
78102101,Petroleum products transport
78102102,Water transport
78102200,Postal and small parcel and courier services
78102201,National postal delivery services
78102202,Post office box services
78102203,Mailing or mail pick up or delivery services
78102204,Letter or small parcel worldwide delivery services
78102205,Letter or small parcel local delivery services
